puzzle_id,seconds_spent_solving,author,editor,format_type,print_date,publish_type,title,version,percent_filled,solved,star,day
10092,40.0,Joel Fagliano,,Normal,2015-06-21,Mini,,3,100,True,,Sunday
10091,104.0,Joel Fagliano,,Normal,2015-06-22,Mini,,4,100,True,,Monday
10094,118.0,Joel Fagliano,,Normal,2015-06-23,Mini,,3,100,True,,Tuesday
10093,107.0,Joel Fagliano,,Normal,2015-06-24,Mini,,3,100,True,,Wednesday
10095,100.0,Joel Fagliano,,Normal,2015-06-25,Mini,,5,100,True,,Thursday
10096,83.0,Joel Fagliano,,Normal,2015-06-26,Mini,,3,100,True,,Friday
10097,109.0,Joel Fagliano,,Normal,2015-06-27,Mini,,3,100,True,,Saturday
10098,116.0,Joel Fagliano,,Normal,2015-06-28,Mini,,3,100,True,,Sunday
10115,82.0,Joel Fagliano,,Normal,2015-06-29,Mini,,4,100,True,,Monday
10116,109.0,Joel Fagliano,,Normal,2015-06-30,Mini,,3,100,True,,Tuesday
10117,31.0,Joel Fagliano,,Normal,2015-07-01,Mini,,4,100,True,,Wednesday
10118,53.0,Joel Fagliano,,Normal,2015-07-02,Mini,,4,100,True,,Thursday
10120,148.0,Joel Fagliano,,Normal,2015-07-03,Mini,,3,100,True,,Friday
